rank,agent,kd,kills,deaths,assists,win_rate,pick_rate,avg_score,matches,episode,act,placement
9,Gekko,0.95,14.4,15.1,4.8,0.496,0.015,192,87900,e7,act1,ascendant3
10,Astra,1.04,15.2,14.6,7.4,0.496,0.031,205,187689,e7,act1,ascendant3
11,Jett,1.08,17.4,16.1,3.5,0.495,0.159,237,952087,e7,act1,ascendant3
12,Deadlock,1.03,15.6,15.1,3.8,0.494,0.024,216,144138,e7,act1,ascendant3
13,Viper,1.04,15.4,14.8,6.0,0.492,0.015,211,90736,e7,act1,ascendant3
14,Cypher,1.02,15.0,14.7,4.5,0.492,0.045,200,267607,e7,act1,ascendant3
15,Fade,0.97,14.7,15.1,6.6,0.49,0.019,200,114327,e7,act1,ascendant3
16,Omen,0.99,14.9,15.1,8.8,0.489,0.085,203,505086,e7,act1,ascendant3
17,Breach,0.94,14.3,15.3,7.8,0.488,0.037,195,223541,e7,act1,ascendant3
18,Yoru,1.03,16.3,15.9,4.4,0.485,0.011,222,67858,e7,act1,ascendant3
19,Chamber,1.09,16.5,15.1,2.6,0.482,0.049,219,292061,e7,act1,ascendant3
20,Neon,0.99,16.3,16.5,4.2,0.48,0.007,226,44254,e7,act1,ascendant3
21,Harbor,0.93,14.2,15.3,6.6,0.458,0.007,193,39376,e7,act1,ascendant3
22,KAY/O,0.93,14.6,15.6,9.7,0.45,0.015,205,87383,e7,act1,ascendant3
1,Sage,0.97,14.5,15.0,7.1,0.511,0.039,199,343660,e7,act1,ascendant2
2,Brimstone,0.99,14.7,14.9,9.5,0.51,0.059,206,524829,e7,act1,ascendant2
3,Phoenix,1.1,17.2,15.7,4.8,0.509,0.026,238,232624,e7,act1,ascendant2
4,Killjoy,1.04,15.1,14.5,3.4,0.502,0.068,204,603291,e7,act1,ascendant2
5,Reyna,1.12,17.7,15.8,4.3,0.499,0.087,240,780253,e7,act1,ascendant2
6,Raze,1.05,16.9,16.1,4.7,0.499,0.082,241,732934,e7,act1,ascendant2
7,Gekko,0.95,14.4,15.1,4.8,0.497,0.016,193,145044,e7,act1,ascendant2
8,Sova,1.01,14.9,14.7,6.1,0.497,0.046,206,407650,e7,act1,ascendant2
9,Skye,0.96,14.5,15.1,8.0,0.496,0.075,198,666519,e7,act1,ascendant2
10,Cypher,1.02,15.0,14.7,4.6,0.494,0.044,200,389104,e7,act1,ascendant2
11,Astra,1.04,15.3,14.7,7.3,0.493,0.03,206,268345,e7,act1,ascendant2
12,Fade,0.97,14.7,15.1,6.6,0.491,0.02,200,177741,e7,act1,ascendant2
13,Jett,1.08,17.4,16.1,3.5,0.491,0.155,237,1379648,e7,act1,ascendant2
14,Deadlock,1.02,15.5,15.1,3.8,0.49,0.025,215,222419,e7,act1,ascendant2
15,Viper,1.03,15.3,14.8,6.0,0.488,0.016,210,142501,e7,act1,ascendant2
16,Omen,0.99,14.9,15.1,8.6,0.486,0.084,203,752551,e7,act1,ascendant2
17,Breach,0.93,14.3,15.3,7.7,0.485,0.037,196,332212,e7,act1,ascendant2
18,Chamber,1.09,16.5,15.1,2.6,0.483,0.05,219,444820,e7,act1,ascendant2
19,Yoru,1.02,16.2,15.9,4.4,0.477,0.012,222,102690,e7,act1,ascendant2
20,Neon,0.98,16.2,16.5,4.2,0.476,0.008,224,69407,e7,act1,ascendant2
21,Harbor,0.93,14.2,15.3,6.5,0.454,0.007,193,64466,e7,act1,ascendant2
22,KAY/O,0.93,14.6,15.6,9.5,0.447,0.016,205,139657,e7,act1,ascendant2
1,Brimstone,0.98,14.7,14.9,9.4,0.509,0.059,205,716985,e7,act1,ascendant1
2,Sage,0.96,14.4,15.0,7.1,0.507,0.042,197,509004,e7,act1,ascendant1
3,Phoenix,1.1,17.2,15.7,4.8,0.505,0.027,238,325878,e7,act1,ascendant1
4,Killjoy,1.03,14.9,14.5,3.5,0.5,0.067,203,805679,e7,act1,ascendant1
5,Sova,1.01,14.8,14.7,6.0,0.497,0.044,205,529027,e7,act1,ascendant1
6,Reyna,1.12,17.6,15.8,4.3,0.497,0.089,240,1072174,e7,act1,ascendant1
7,Raze,1.05,16.9,16.1,4.7,0.496,0.081,240,979461,e7,act1,ascendant1
8,Skye,0.95,14.5,15.2,7.9,0.496,0.074,197,893658,e7,act1,ascendant1
9,Gekko,0.95,14.3,15.1,4.8,0.494,0.018,192,212951,e7,act1,ascendant1
10,Astra,1.04,15.2,14.7,7.3,0.494,0.029,206,351547,e7,act1,ascendant1
11,Deadlock,1.02,15.4,15.1,3.8,0.49,0.026,216,312850,e7,act1,ascendant1
12,Cypher,1.01,14.9,14.7,4.6,0.49,0.043,199,516157,e7,act1,ascendant1
13,Jett,1.08,17.4,16.1,3.5,0.49,0.149,237,1807003,e7,act1,ascendant1
14,Fade,0.97,14.6,15.1,6.6,0.489,0.021,199,250803,e7,act1,ascendant1
15,Viper,1.02,15.2,14.8,6.0,0.488,0.017,209,206223,e7,act1,ascendant1
16,Omen,0.98,14.9,15.2,8.5,0.485,0.084,203,1017349,e7,act1,ascendant1
17,Chamber,1.09,16.4,15.1,2.7,0.482,0.05,218,609002,e7,act1,ascendant1
18,Breach,0.93,14.3,15.3,7.6,0.482,0.037,196,447645,e7,act1,ascendant1
19,Yoru,1.02,16.2,15.9,4.3,0.475,0.011,221,137212,e7,act1,ascendant1
20,Neon,0.98,16.2,16.5,4.2,0.472,0.008,224,99337,e7,act1,ascendant1
21,Harbor,0.92,14.1,15.3,6.5,0.459,0.008,192,91510,e7,act1,ascendant1
22,KAY/O,0.93,14.5,15.6,9.4,0.448,0.017,204,202759,e7,act1,ascendant1
1,Brimstone,0.98,14.6,14.9,9.3,0.512,0.061,205,919851,e7,act1,diamond3
2,Sage,0.95,14.3,15.0,7.1,0.508,0.046,196,697154,e7,act1,diamond3
3,Phoenix,1.1,17.2,15.6,4.7,0.507,0.028,238,424757,e7,act1,diamond3
4,Killjoy,1.02,14.8,14.5,3.5,0.5,0.065,202,986044,e7,act1,diamond3
5,Reyna,1.12,17.7,15.7,4.3,0.499,0.091,241,1384609,e7,act1,diamond3
6,Raze,1.05,16.8,16.1,4.7,0.498,0.079,240,1200059,e7,act1,diamond3
7,Sova,1.01,14.8,14.7,6.0,0.498,0.042,205,636496,e7,act1,diamond3
8,Gekko,0.94,14.3,15.1,4.8,0.496,0.019,192,289562,e7,act1,diamond3
9,Skye,0.95,14.4,15.1,7.9,0.495,0.073,197,1111689,e7,act1,diamond3
10,Astra,1.04,15.2,14.7,7.2,0.495,0.028,206,424005,e7,act1,diamond3
11,Viper,1.02,15.1,14.8,5.9,0.493,0.018,208,275578,e7,act1,diamond3
12,Cypher,1.01,14.8,14.7,4.6,0.491,0.042,199,635584,e7,act1,diamond3
13,Jett,1.08,17.4,16.1,3.6,0.491,0.142,237,2164421,e7,act1,diamond3
14,Fade,0.96,14.6,15.1,6.5,0.491,0.021,199,321784,e7,act1,diamond3
15,Deadlock,1.01,15.3,15.1,3.8,0.49,0.028,213,428597,e7,act1,diamond3
16,Breach,0.93,14.3,15.4,7.5,0.486,0.037,196,554606,e7,act1,diamond3
17,Omen,0.98,14.9,15.2,8.3,0.485,0.085,203,1286248,e7,act1,diamond3
18,Chamber,1.09,16.4,15.1,2.7,0.484,0.05,218,753117,e7,act1,diamond3
19,Neon,0.98,16.2,16.5,4.2,0.476,0.009,225,133944,e7,act1,diamond3
20,Yoru,1.02,16.1,15.8,4.4,0.474,0.011,220,174119,e7,act1,diamond3
21,Harbor,0.92,14.1,15.3,6.4,0.461,0.008,192,119128,e7,act1,diamond3
22,KAY/O,0.92,14.4,15.7,9.3,0.447,0.018,203,268289,e7,act1,diamond3
1,Brimstone,0.98,14.6,14.9,9.2,0.51,0.06,205,1129868,e7,act1,diamond2
2,Sage,0.95,14.2,15.0,7.1,0.507,0.049,195,925034,e7,act1,diamond2
3,Phoenix,1.1,17.2,15.6,4.7,0.506,0.028,238,532561,e7,act1,diamond2
4,Killjoy,1.02,14.7,14.5,3.5,0.499,0.064,201,1192323,e7,act1,diamond2
5,Reyna,1.12,17.7,15.7,4.3,0.498,0.093,241,1737724,e7,act1,diamond2
6,Sova,1.01,14.8,14.7,5.9,0.497,0.041,205,768485,e7,act1,diamond2
7,Raze,1.05,16.8,16.0,4.8,0.496,0.078,240,1456695,e7,act1,diamond2
8,Gekko,0.94,14.2,15.1,4.8,0.496,0.02,192,383021,e7,act1,diamond2
9,Skye,0.95,14.4,15.1,7.9,0.495,0.072,197,1350637,e7,act1,diamond2
10,Viper,1.02,15.0,14.8,5.9,0.492,0.019,208,355627,e7,act1,diamond2
11,Astra,1.04,15.2,14.7,7.1,0.492,0.027,206,502549,e7,act1,diamond2
12,Cypher,1.01,14.8,14.7,4.6,0.491,0.041,199,761189,e7,act1,diamond2
13,Jett,1.08,17.4,16.1,3.6,0.491,0.137,237,2571064,e7,act1,diamond2
14,Fade,0.96,14.5,15.1,6.5,0.49,0.022,199,412748,e7,act1,diamond2
15,Deadlock,1.01,15.2,15.1,3.8,0.488,0.03,211,568755,e7,act1,diamond2
16,Omen,0.98,14.9,15.2,8.1,0.485,0.085,203,1587117,e7,act1,diamond2
17,Breach,0.93,14.3,15.4,7.3,0.485,0.036,197,677337,e7,act1,diamond2
18,Chamber,1.09,16.4,15.1,2.8,0.484,0.049,218,910768,e7,act1,diamond2
19,Neon,0.98,16.2,16.5,4.2,0.474,0.01,224,177958,e7,act1,diamond2
20,Yoru,1.02,16.1,15.8,4.3,0.472,0.011,220,214552,e7,act1,diamond2
21,Harbor,0.92,14.1,15.3,6.4,0.459,0.008,192,151813,e7,act1,diamond2
22,KAY/O,0.92,14.4,15.6,9.1,0.45,0.019,203,349468,e7,act1,diamond2
1,Brimstone,0.98,14.5,14.9,9.1,0.51,0.061,204,1350837,e7,act1,diamond1
2,Phoenix,1.1,17.2,15.6,4.7,0.508,0.029,239,642445,e7,act1,diamond1
3,Sage,0.94,14.0,15.0,7.1,0.505,0.054,193,1189172,e7,act1,diamond1
4,Killjoy,1.01,14.6,14.4,3.6,0.499,0.063,200,1395350,e7,act1,diamond1
5,Reyna,1.13,17.7,15.7,4.3,0.498,0.095,242,2121507,e7,act1,diamond1
6,Raze,1.05,16.8,16.0,4.8,0.497,0.077,240,1702483,e7,act1,diamond1
7,Sova,1.0,14.7,14.7,5.9,0.496,0.04,205,887992,e7,act1,diamond1
8,Gekko,0.94,14.2,15.1,4.8,0.495,0.022,191,481942,e7,act1,diamond1
9,Skye,0.95,14.3,15.1,7.8,0.494,0.071,197,1576041,e7,act1,diamond1
10,Astra,1.03,15.2,14.7,6.9,0.493,0.026,206,573185,e7,act1,diamond1
11,Jett,1.08,17.3,16.0,3.6,0.491,0.132,238,2928268,e7,act1,diamond1
12,Viper,1.01,14.9,14.8,5.9,0.49,0.02,207,440441,e7,act1,diamond1
13,Cypher,1.01,14.7,14.7,4.7,0.49,0.039,199,875865,e7,act1,diamond1
14,Fade,0.96,14.4,15.1,6.5,0.49,0.023,198,502211,e7,act1,diamond1
15,Deadlock,1.0,15.1,15.1,3.8,0.487,0.032,211,708613,e7,act1,diamond1
16,Breach,0.93,14.3,15.4,7.2,0.485,0.036,197,793942,e7,act1,diamond1
17,Chamber,1.09,16.3,15.0,2.8,0.484,0.048,218,1059375,e7,act1,diamond1
18,Omen,0.98,14.8,15.2,7.9,0.484,0.085,203,1886200,e7,act1,diamond1
19,Neon,0.98,16.1,16.5,4.1,0.473,0.01,224,223325,e7,act1,diamond1
20,Yoru,1.02,16.0,15.8,4.3,0.469,0.012,220,259076,e7,act1,diamond1
21,Harbor,0.91,14.0,15.3,6.3,0.458,0.008,191,184731,e7,act1,diamond1
22,KAY/O,0.92,14.3,15.6,9.1,0.448,0.02,202,433856,e7,act1,diamond1
1,Brimstone,0.98,14.6,14.9,8.9,0.511,0.061,205,1548207,e7,act1,platinum3
2,Phoenix,1.11,17.3,15.5,4.7,0.506,0.03,240,760765,e7,act1,platinum3
3,Sage,0.94,14.0,14.9,7.1,0.506,0.057,193,1448320,e7,act1,platinum3
4,Killjoy,1.01,14.6,14.4,3.6,0.5,0.062,201,1565432,e7,act1,platinum3
5,Reyna,1.14,17.8,15.7,4.4,0.499,0.1,244,2548087,e7,act1,platinum3
6,Raze,1.06,16.9,16.0,4.8,0.498,0.076,242,1939102,e7,act1,platinum3
7,Sova,1.01,14.8,14.6,5.8,0.498,0.039,206,988794,e7,act1,platinum3
8,Skye,0.95,14.3,15.1,7.8,0.496,0.068,197,1741472,e7,act1,platinum3
9,Gekko,0.94,14.2,15.1,4.8,0.495,0.023,192,580842,e7,act1,platinum3
10,Astra,1.04,15.2,14.6,6.8,0.494,0.024,207,621500,e7,act1,platinum3
11,Jett,1.09,17.4,16.0,3.6,0.492,0.128,239,3262987,e7,act1,platinum3
12,Cypher,1.01,14.7,14.6,4.7,0.492,0.038,199,967772,e7,act1,platinum3
13,Viper,1.01,14.9,14.8,5.8,0.491,0.021,207,522780,e7,act1,platinum3
14,Fade,0.96,14.4,15.1,6.4,0.49,0.023,198,577019,e7,act1,platinum3
15,Deadlock,1.0,15.1,15.1,3.8,0.488,0.032,210,823613,e7,act1,platinum3
16,Chamber,1.09,16.4,15.0,2.8,0.488,0.047,219,1183288,e7,act1,platinum3
17,Omen,0.98,14.9,15.1,7.8,0.486,0.085,204,2152705,e7,act1,platinum3
18,Breach,0.94,14.4,15.3,7.1,0.485,0.035,198,893181,e7,act1,platinum3
19,Neon,0.99,16.2,16.4,4.2,0.475,0.011,226,275900,e7,act1,platinum3
20,Yoru,1.02,16.1,15.7,4.3,0.47,0.012,221,306069,e7,act1,platinum3
21,Harbor,0.92,14.0,15.2,6.2,0.459,0.008,193,211457,e7,act1,platinum3
22,KAY/O,0.92,14.3,15.6,8.9,0.451,0.02,203,508552,e7,act1,platinum3
1,Brimstone,0.97,14.5,14.8,8.8,0.51,0.061,204,1691982,e7,act1,platinum2
2,Phoenix,1.11,17.2,15.5,4.6,0.505,0.031,239,850692,e7,act1,platinum2
3,Sage,0.93,13.8,14.9,7.0,0.505,0.061,192,1696290,e7,act1,platinum2
4,Killjoy,1.01,14.5,14.4,3.6,0.5,0.061,200,1702806,e7,act1,platinum2
5,Reyna,1.14,17.7,15.6,4.4,0.499,0.102,244,2838830,e7,act1,platinum2
6,Raze,1.05,16.8,15.9,4.8,0.498,0.075,241,2088594,e7,act1,platinum2
7,Sova,1.0,14.7,14.6,5.8,0.497,0.038,205,1057731,e7,act1,platinum2
8,Astra,1.04,15.2,14.6,6.7,0.495,0.024,206,655445,e7,act1,platinum2
9,Gekko,0.93,14.1,15.1,4.8,0.494,0.024,191,666573,e7,act1,platinum2
10,Skye,0.94,14.2,15.1,7.7,0.494,0.068,197,1879769,e7,act1,platinum2
11,Fade,0.95,14.3,15.1,6.4,0.492,0.023,198,643369,e7,act1,platinum2
12,Jett,1.09,17.4,15.9,3.7,0.491,0.122,239,3402607,e7,act1,platinum2
13,Cypher,1.0,14.6,14.6,4.7,0.491,0.038,198,1045069,e7,act1,platinum2
14,Viper,1.0,14.8,14.7,5.8,0.49,0.021,205,595175,e7,act1,platinum2
15,Deadlock,1.0,15.0,15.1,3.8,0.488,0.034,210,938485,e7,act1,platinum2
16,Chamber,1.09,16.3,14.9,2.9,0.487,0.045,219,1261673,e7,act1,platinum2
17,Breach,0.94,14.4,15.4,7.0,0.486,0.035,198,966078,e7,act1,platinum2
18,Omen,0.98,14.8,15.1,7.6,0.485,0.085,204,2359784,e7,act1,platinum2
19,Neon,0.99,16.1,16.4,4.1,0.474,0.012,225,325227,e7,act1,platinum2
20,Yoru,1.01,15.9,15.7,4.3,0.468,0.013,220,350732,e7,act1,platinum2
21,Harbor,0.92,14.0,15.3,6.2,0.459,0.008,192,233561,e7,act1,platinum2
22,KAY/O,0.91,14.2,15.6,8.8,0.453,0.021,202,570393,e7,act1,platinum2
1,Brimstone,0.97,14.4,14.8,8.7,0.509,0.061,203,1888854,e7,act1,platinum1
2,Phoenix,1.1,17.1,15.5,4.6,0.504,0.031,238,964280,e7,act1,platinum1
3,Sage,0.92,13.7,14.9,7.0,0.503,0.065,190,2025533,e7,act1,platinum1
4,Reyna,1.13,17.7,15.6,4.4,0.499,0.104,244,3231293,e7,act1,platinum1
5,Killjoy,1.0,14.3,14.4,3.6,0.499,0.061,198,1889392,e7,act1,platinum1
6,Raze,1.05,16.7,15.9,4.8,0.498,0.074,240,2289300,e7,act1,platinum1
7,Sova,1.0,14.6,14.6,5.7,0.497,0.037,204,1153542,e7,act1,platinum1
8,Skye,0.94,14.1,15.0,7.7,0.494,0.067,196,2074330,e7,act1,platinum1
9,Gekko,0.93,14.0,15.1,4.8,0.494,0.025,190,783580,e7,act1,platinum1
10,Astra,1.03,15.1,14.6,6.6,0.494,0.022,205,697986,e7,act1,platinum1
11,Jett,1.09,17.3,15.9,3.7,0.491,0.117,238,3621073,e7,act1,platinum1
12,Fade,0.94,14.2,15.1,6.3,0.491,0.023,196,727794,e7,act1,platinum1
13,Cypher,1.0,14.5,14.6,4.7,0.491,0.037,197,1142305,e7,act1,platinum1
14,Viper,0.99,14.6,14.7,5.7,0.49,0.022,204,689876,e7,act1,platinum1
15,Deadlock,0.99,14.9,15.1,3.8,0.488,0.035,209,1081847,e7,act1,platinum1
16,Chamber,1.08,16.2,14.9,2.9,0.487,0.044,218,1353562,e7,act1,platinum1
17,Breach,0.93,14.3,15.4,6.8,0.486,0.035,198,1073734,e7,act1,platinum1
18,Omen,0.97,14.7,15.1,7.5,0.485,0.085,203,2642607,e7,act1,platinum1
19,Neon,0.98,16.0,16.3,4.1,0.473,0.013,224,388153,e7,act1,platinum1
20,Yoru,1.01,15.8,15.7,4.3,0.467,0.013,218,405348,e7,act1,platinum1
21,Harbor,0.91,13.8,15.2,6.1,0.462,0.008,191,261544,e7,act1,platinum1
22,KAY/O,0.91,14.1,15.6,8.7,0.452,0.021,201,652134,e7,act1,platinum1
1,Brimstone,0.98,14.5,14.8,8.5,0.51,0.061,205,2117863,e7,act1,gold3
2,Phoenix,1.12,17.2,15.4,4.6,0.506,0.032,241,1132261,e7,act1,gold3
3,Sage,0.92,13.7,14.8,7.0,0.505,0.068,191,2378169,e7,act1,gold3
4,Reyna,1.15,17.9,15.5,4.4,0.501,0.11,248,3842075,e7,act1,gold3
5,Killjoy,1.01,14.4,14.3,3.7,0.501,0.059,200,2071237,e7,act1,gold3
6,Raze,1.06,16.8,15.8,4.8,0.499,0.074,242,2596050,e7,act1,gold3
7,Sova,1.01,14.7,14.6,5.7,0.497,0.036,206,1265814,e7,act1,gold3
8,Gekko,0.94,14.1,15.0,4.8,0.497,0.026,193,907196,e7,act1,gold3
9,Astra,1.04,15.2,14.6,6.5,0.496,0.021,207,737076,e7,act1,gold3
10,Skye,0.95,14.2,15.0,7.7,0.496,0.064,197,2250004,e7,act1,gold3
11,Jett,1.1,17.5,15.8,3.7,0.494,0.114,241,3993727,e7,act1,gold3
12,Viper,1.0,14.7,14.7,5.7,0.493,0.023,205,797450,e7,act1,gold3
13,Fade,0.95,14.3,15.0,6.3,0.492,0.023,198,807811,e7,act1,gold3
14,Cypher,1.01,14.6,14.5,4.7,0.492,0.035,199,1240233,e7,act1,gold3
15,Chamber,1.1,16.3,14.8,2.9,0.489,0.042,220,1466033,e7,act1,gold3
16,Deadlock,0.99,14.9,15.0,3.9,0.489,0.036,210,1246056,e7,act1,gold3
17,Breach,0.94,14.4,15.3,6.7,0.487,0.033,200,1169044,e7,act1,gold3
18,Omen,0.99,14.9,15.1,7.3,0.487,0.084,205,2941380,e7,act1,gold3
19,Neon,1.0,16.2,16.3,4.1,0.477,0.014,227,481952,e7,act1,gold3
20,Yoru,1.02,15.9,15.6,4.3,0.469,0.014,220,479651,e7,act1,gold3
21,Harbor,0.92,14.0,15.2,6.1,0.464,0.008,193,294161,e7,act1,gold3
22,KAY/O,0.92,14.2,15.5,8.6,0.456,0.021,202,739264,e7,act1,gold3
1,Brimstone,0.97,14.4,14.8,8.4,0.508,0.061,204,2304997,e7,act1,gold2
2,Phoenix,1.12,17.1,15.3,4.6,0.505,0.033,240,1245945,e7,act1,gold2
3,Sage,0.91,13.6,14.8,7.0,0.501,0.072,189,2741936,e7,act1,gold2
4,Killjoy,1.0,14.3,14.3,3.7,0.501,0.059,199,2252543,e7,act1,gold2
5,Reyna,1.15,17.9,15.5,4.4,0.501,0.111,248,4235491,e7,act1,gold2
6,Raze,1.06,16.7,15.8,4.8,0.499,0.073,241,2785043,e7,act1,gold2
7,Sova,1.0,14.6,14.6,5.6,0.495,0.035,205,1352036,e7,act1,gold2
8,Gekko,0.93,14.0,15.0,4.8,0.495,0.027,192,1038045,e7,act1,gold2
9,Astra,1.04,15.1,14.5,6.4,0.494,0.02,207,764813,e7,act1,gold2
10,Skye,0.94,14.1,15.0,7.6,0.493,0.064,196,2433123,e7,act1,gold2
11,Jett,1.1,17.4,15.8,3.7,0.493,0.108,241,4131910,e7,act1,gold2
12,Viper,0.99,14.6,14.7,5.7,0.493,0.024,204,900161,e7,act1,gold2
13,Fade,0.94,14.1,15.0,6.3,0.491,0.023,197,895045,e7,act1,gold2
14,Cypher,1.0,14.5,14.5,4.7,0.491,0.035,198,1336146,e7,act1,gold2
15,Chamber,1.09,16.2,14.8,3.0,0.489,0.04,219,1540310,e7,act1,gold2
16,Deadlock,0.99,14.8,15.0,3.9,0.488,0.037,209,1398751,e7,act1,gold2
17,Breach,0.94,14.3,15.3,6.6,0.485,0.033,200,1266277,e7,act1,gold2
18,Omen,0.98,14.8,15.1,7.1,0.485,0.084,205,3209418,e7,act1,gold2
19,Neon,0.99,16.1,16.2,4.1,0.476,0.015,226,564386,e7,act1,gold2
20,Yoru,1.01,15.8,15.6,4.3,0.467,0.014,219,550689,e7,act1,gold2
21,Harbor,0.91,13.8,15.2,6.0,0.459,0.009,191,325075,e7,act1,gold2
22,KAY/O,0.91,14.1,15.5,8.5,0.454,0.021,201,818567,e7,act1,gold2
1,Brimstone,0.96,14.2,14.8,8.3,0.506,0.061,203,2529855,e7,act1,gold1
2,Phoenix,1.11,16.9,15.3,4.6,0.502,0.033,238,1373318,e7,act1,gold1
3,Sage,0.9,13.3,14.8,7.0,0.5,0.077,187,3188469,e7,act1,gold1
4,Reyna,1.15,17.7,15.5,4.4,0.499,0.112,247,4665801,e7,act1,gold1
5,Killjoy,0.99,14.1,14.3,3.7,0.499,0.059,198,2458656,e7,act1,gold1
6,Raze,1.05,16.5,15.7,4.8,0.497,0.071,240,2962662,e7,act1,gold1
7,Gekko,0.92,13.8,15.0,4.8,0.494,0.028,191,1183271,e7,act1,gold1
8,Astra,1.03,14.9,14.5,6.3,0.493,0.019,205,786752,e7,act1,gold1
9,Sova,0.98,14.4,14.6,5.5,0.492,0.035,203,1450044,e7,act1,gold1
10,Jett,1.09,17.2,15.7,3.7,0.492,0.102,239,4250869,e7,act1,gold1
11,Skye,0.93,13.9,15.0,7.6,0.491,0.063,194,2628560,e7,act1,gold1
12,Viper,0.98,14.4,14.7,5.6,0.49,0.025,202,1018190,e7,act1,gold1
13,Fade,0.93,14.0,15.0,6.2,0.49,0.024,195,988230,e7,act1,gold1
14,Cypher,0.99,14.3,14.5,4.7,0.489,0.035,197,1450845,e7,act1,gold1
15,Deadlock,0.98,14.7,15.0,3.9,0.487,0.038,207,1565996,e7,act1,gold1
16,Chamber,1.08,16.0,14.8,3.0,0.487,0.039,217,1608066,e7,act1,gold1
17,Breach,0.93,14.2,15.3,6.5,0.486,0.033,199,1359163,e7,act1,gold1
18,Omen,0.97,14.7,15.1,7.0,0.484,0.084,204,3507111,e7,act1,gold1
19,Neon,0.99,15.9,16.2,4.1,0.474,0.016,225,668491,e7,act1,gold1
20,Yoru,1.0,15.6,15.6,4.2,0.465,0.015,217,634353,e7,act1,gold1
21,Harbor,0.9,13.7,15.2,5.9,0.458,0.009,190,361044,e7,act1,gold1
22,KAY/O,0.9,13.9,15.5,8.4,0.453,0.022,200,911945,e7,act1,gold1
1,Brimstone,0.99,14.5,14.7,8.1,0.51,0.06,207,2744183,e7,act1,silver3
2,Phoenix,1.14,17.2,15.2,4.6,0.507,0.034,243,1578700,e7,act1,silver3
3,Reyna,1.19,18.2,15.3,4.5,0.505,0.12,254,5519502,e7,act1,silver3
4,Sage,0.92,13.5,14.7,6.9,0.504,0.079,190,3611073,e7,act1,silver3
5,Killjoy,1.01,14.3,14.2,3.8,0.503,0.057,201,2634400,e7,act1,silver3
6,Raze,1.07,16.8,15.6,4.9,0.501,0.072,244,3309073,e7,act1,silver3
7,Astra,1.05,15.2,14.4,6.2,0.497,0.017,209,797271,e7,act1,silver3
8,Gekko,0.94,14.0,14.9,4.8,0.497,0.029,194,1344074,e7,act1,silver3
9,Jett,1.12,17.5,15.6,3.8,0.497,0.1,245,4583786,e7,act1,silver3
10,Sova,1.0,14.6,14.5,5.5,0.496,0.034,206,1551672,e7,act1,silver3
11,Skye,0.94,14.0,14.9,7.6,0.496,0.06,198,2777910,e7,act1,silver3
12,Fade,0.95,14.2,14.9,6.2,0.494,0.023,199,1078767,e7,act1,silver3
13,Cypher,1.01,14.5,14.4,4.8,0.493,0.034,200,1556595,e7,act1,silver3
14,Viper,1.0,14.6,14.6,5.6,0.492,0.025,206,1145981,e7,act1,silver3
15,Chamber,1.1,16.2,14.7,3.1,0.491,0.037,221,1680759,e7,act1,silver3
16,Deadlock,1.0,14.9,14.9,3.9,0.49,0.039,211,1791139,e7,act1,silver3
17,Breach,0.95,14.5,15.2,6.4,0.488,0.031,203,1443938,e7,act1,silver3
18,Omen,1.0,14.9,15.0,6.8,0.488,0.083,208,3825043,e7,act1,silver3
19,Neon,1.01,16.3,16.0,4.1,0.48,0.018,231,818671,e7,act1,silver3
20,Yoru,1.03,15.8,15.4,4.3,0.468,0.016,221,753077,e7,act1,silver3
21,Harbor,0.92,13.9,15.1,5.9,0.466,0.009,194,398645,e7,act1,silver3
22,KAY/O,0.92,14.1,15.4,8.4,0.458,0.022,203,996700,e7,act1,silver3
1,Brimstone,0.98,14.4,14.7,8.0,0.508,0.059,206,2900791,e7,act1,silver2
2,Phoenix,1.12,17.0,15.1,4.6,0.505,0.034,241,1685321,e7,act1,silver2
3,Reyna,1.18,18.0,15.3,4.5,0.504,0.119,253,5826559,e7,act1,silver2
4,Killjoy,1.0,14.1,14.2,3.8,0.503,0.057,200,2805962,e7,act1,silver2
5,Sage,0.91,13.4,14.7,6.9,0.501,0.083,189,4068162,e7,act1,silver2
6,Raze,1.06,16.6,15.6,4.9,0.5,0.071,242,3454753,e7,act1,silver2
7,Astra,1.04,15.0,14.4,6.1,0.497,0.016,208,781816,e7,act1,silver2
8,Jett,1.12,17.3,15.6,3.8,0.496,0.093,243,4534245,e7,act1,silver2
9,Gekko,0.93,13.9,14.9,4.8,0.495,0.031,193,1515692,e7,act1,silver2
10,Sova,0.99,14.4,14.6,5.5,0.494,0.033,205,1632451,e7,act1,silver2
11,Skye,0.93,13.9,14.9,7.6,0.493,0.06,196,2939847,e7,act1,silver2
12,Fade,0.94,14.0,14.9,6.2,0.491,0.024,197,1182237,e7,act1,silver2
13,Viper,0.99,14.4,14.6,5.5,0.491,0.026,204,1272742,e7,act1,silver2
14,Cypher,1.0,14.4,14.3,4.8,0.491,0.034,199,1648838,e7,act1,silver2
15,Deadlock,0.99,14.7,14.9,3.9,0.489,0.041,209,1995958,e7,act1,silver2
16,Chamber,1.09,16.0,14.6,3.1,0.489,0.035,220,1706272,e7,act1,silver2
17,Breach,0.94,14.4,15.2,6.3,0.488,0.031,203,1501594,e7,act1,silver2
18,Omen,0.99,14.8,15.0,6.6,0.487,0.083,207,4052107,e7,act1,silver2
